key,count,pdf_count,example,first_pdf,first_location,pdfs
halt_in_irgendeiner_form_zu_veraendern,1,1,halt in irgendeiner Form zu verändern;,NSG-7300-195,§ 4,NSG-7300-195
halten,3,2,halten;,NSG-7300-033,§ 4,"NSG-7300-033,NSG-7300-036"
halten_sowie_wohnwagen_aufzustellen,1,1,halten sowie Wohnwagen aufzustellen;,NSG-7300-181,§ 4,NSG-7300-181
haltigen_stoerung_fuehren_koennen_und_dem_schutzzweck_zuwiderlaufen,1,1,haltigen Störung führen können und dem Schutzzweck zuwiderlaufen.,NSG-7300-207,§ 4,NSG-7300-207
haltlich_der_genehmigung_durch_die_obere_landespflege,1,1,haltlich der Genehmigung durch die obere Landespflege-,NSG-7300-055,§ 5,NSG-7300-055
haltlich_einer_entsprechenden_gemeingebrauchseroeffnung,1,1,haltlich einer entsprechenden Gemeingebrauchseröffnung,NSG-7300-192,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die er-",NSG-7300-192
haltsgesetzes_benutzt_fliessende_oder_stehende_gewaesser_einschliess,2,2,"haltsgesetzes benutzt, fließende oder stehende Gewässer einschließ-",NSG-7300-033,§ 6,"NSG-7300-033,NSG-7300-036"
haltsgesetzes_benutzt_oder_fliessende_oder_stehende_gewaesser_ein,1,1,"haltsgesetzes benutzt, oder fließende oder stehende Gewässer ein-",NSG-7300-040,§ 6,NSG-7300-040
haltsgesetzes_zu_benutzen,13,13,haltsgesetzes zu benutzen;,NSG-7300-108,§ 4,"NSG-7300-108,NSG-7300-113,NSG-7300-114,NSG-7300-115,NSG-7300-119,NSG-7300-144,NSG-7300-145,NSG-7300-146,NSG-7300-148,NSG-7300-149,NSG-7300-152,NSG-7300-153,NSG-7300-155"
haltung_des_rothenberges_wegen_seiner_besonderen_eigenart_seltenheit,1,1,"haltung des Rothenberges wegen seiner besonderen Eigenart, Seltenheit",NSG-7300-201,§ 3,NSG-7300-201
haltung_erweiterung_oder_veraenderung_bestehender_leitun,1,1,"haltung, Erweiterung oder Veränderung bestehender Leitun-",NSG-7300-190,§ 4 ist ferner nicht anzuwenden auf,NSG-7300-190
haltungsmassnahmen_koennen_durch_die_obere_landespflege,1,1,haltungsmaßnahmen können durch die obere Landespflege-,NSG-7300-092,§ 5,NSG-7300-092
handangel_vom_kahn_aus_im_bisherigen_umfang_ausserhalb,1,1,Handangel vom Kahn aus im bisherigen Umfang außerhalb,NSG-7300-192,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die er-",NSG-7300-192
handelt,1,1,"handelt,",NSG-7100-105,§ 7,NSG-7100-105
handelt_ferner_wer_ohne_genehmigung_der_oberen_landespflegebehoerde,1,1,"handelt ferner, wer ohne Genehmigung der oberen Landespflegebehörde",NSG-7100-238,§ 7,NSG-7100-238
handelt_ferner_wer_vorsaetzlich_oder_fahrlaessig_ohne_genehmigung,3,3,"handelt ferner, wer vorsätzlich oder fahrlässig ohne Genehmigung",NSG-7100-106,§ 7,"NSG-7100-106,NSG-7300-167,NSG-7300-179"
handelt_un_die_beseitigung_zumutbar_ist,1,1,"handelt un$ die Beseitigung zumutbar ist,",NSG-7100-050,§ 10,NSG-7100-050
handelt_und_die_beseitigung_ohne_groessere_aufwendungen_moeg,1,1,handelt und die Beseitigung ohne größere Aufwendungen mög-,NSG-7300-010,§ 6,NSG-7300-010
handelt_wer,6,5,"handelt, wer",NSG-7100-049,§ 8,"NSG-7100-049,NSG-7100-293,NSG-7100-294,NSG-7100-295,NSG-7100-297"
handelt_wer_ohne_genehmigung_der_oberen_landespflegebehoerde,2,2,"handelt, wer ohne Genehmigung der Oberen Landespflegebehörde",NSG-7100-079,§ 7,"NSG-7100-079,NSG-7100-257"
handelt_wer_ohne_genehmigung_der_oberen_landespflegebehoerde_anlegestege,1,1,"handelt, wer ohne Genehmigung der oberen Landespflegebehörde Anlegestege",NSG-7100-247,§ 6,NSG-7100-247
handelt_wer_vor_saetzlich_oder_fahrlaessig_entgegen,1,1,"handelt, wer vor-sätzlich oder fahrlässig entgegen",NSG-7100-108,§ 7,NSG-7100-108
handelt_wer_vorsaetzlich,7,7,"handelt, wer vorsätzlich",NSG-7100-133,§ 7,"NSG-7100-133,NSG-7100-143,NSG-7100-150,NSG-7100-151,NSG-7100-157,NSG-7100-242,NSG-7100-265"
handelt_wer_vorsaetzlich_oder,1,1,"handelt,  wer  vorsätzlich  oder",NSG-7100-168,§ 6,NSG-7100-168
handelt_wer_vorsaetzlich_oder_entgegen,1,1,"handelt, wer vorsätzlich oder entgegen",NSG-7100-192,§ 7,NSG-7100-192
handelt_wer_vorsaetzlich_oder_fahrlaessig,2,2,"handelt, wer vorsätzlich oder fahrlässig",NSG-7100-111,§ 2,"NSG-7100-111,NSG-7100-205"
handelt_wer_vorsaetzlich_oder_fahrlaessig_entgegen,201,192,"handelt, wer vorsätzlich oder fahrlässig entgegen",NSG-7100-025,§ 6,"NSG-7100-025,NSG-7100-042,NSG-7100-047,NSG-7100-048,NSG-7100-052,NSG-7100-061,NSG-7100-063,NSG-7100-068,NSG-7100-077,NSG-7100-079,NSG-7100-086,NSG-7100-090,NSG-7100-093,NSG-7100-096,NSG-7100-101,NSG-7100-103,NSG-7100-104,NSG-7100-105,NSG-7100-107,NSG-7100-108…"
handelt_wer_vorsaetzlich_oder_fahrlaessig_insbesondere_entgegen,2,2,"handelt, wer vorsätzlich oder fahrlässig insbesondere entgegen",NSG-7100-290,§ 8,"NSG-7100-290,NSG-7100-296"
handelt_wer_vorsaetzlich_oder_fahrlaessig_ohne_befreiung_entgegen,1,1,"handelt, wer vorsätzlich oder fahrlässig ohne Befreiung entgegen",NSG-7100-073,§ 5,NSG-7100-073
handelt_wer_vorsaetzlich_oder_fahrlaessig_ohne_genehmigung_der,2,2,"handelt, wer vorsätzlich oder fahrlässig ohne Genehmigung der",NSG-7100-068,§ 6,"NSG-7100-068,NSG-7100-155"
handelt_wer_vorsaetzlich_oder_fahrlaessig_ohne_genehmigung_entgegen,9,9,"handelt, wer vorsätzlich oder fahrlässig ohne Genehmigung entgegen",NSG-7100-025,§ 6,"NSG-7100-025,NSG-7100-042,NSG-7100-058,NSG-7100-093,NSG-7100-111,NSG-7100-125,NSG-7100-141,NSG-7100-174,NSG-7100-254"
handelt_wer_vorsaetzlich_oder_fahrlaessig_ohne_genehmigung_versuchsbohrungen,1,1,"handelt, wer vorsätzlich oder fahrlässig ohne Genehmigung Versuchsbohrungen",NSG-7100-187,§ 6,NSG-7100-187
handelt_wer_vorsaetzlich_oder_fahrlaessige_entgegen,1,1,"handelt, wer vorsätzlich oder fahrlässige entgegen",NSG-7300-029,§ 4 ist nicht anzuwenden auf die von der oberen Landespflegebehörde,NSG-7300-029
handelt_wer_vorsaetzlich_oder_grob_fahrlaessig,1,1,"handelt, wer vorsätzlich oder grob fahrlässig",NSG-7100-017,§ 6,NSG-7100-017
handelt_wer_vorsaetzlich_oder_grob_fahrlaessig_entgegen,2,2,"handelt, wer vorsätzlich oder grob fahrlässig entgegen",NSG-7100-132,§ 6,"NSG-7100-132,NSG-7100-147"
handelt_wer_vorsaetzlich_oder_grobfahrlaessig_entgegen,1,1,"handelt, wer vorsätzlich oder grobfahrlässig entgegen:",NSG-7100-117,§ 6,NSG-7100-117
handene_jagdeinrichtungen,1,1,handene Jagdeinrichtungen;,NSG-7300-105,"§ 4 Nrn. 11, 12 und 13;",NSG-7300-105
handene_leitungen_zu_erweitern,1,1,"handene Leitungen zu erweitern,",NSG-7100-268,§ 4,NSG-7100-268
handenen_fernmeldeanlagen_der_deutschen_bundespost_sowie,1,1,handenen Fernmeldeanlagen der Deutschen Bundespost sowie,NSG-7300-102,§ 5,NSG-7300-102
handener_energieleitungen,1,1,handener Energieleitungen;,NSG-7300-088,§ 5,NSG-7300-088
handlung_nach_einvernehmlicher_abstimmung_mit_der_lan,1,1,handlung nach einvernehmlicher Abstimmung mit der Lan-,NSG-7300-202,§ 5,NSG-7300-202
handlungen,10,10,Handlungen.,NSG-7100-101,§ 6,"NSG-7100-101,NSG-7100-105,NSG-7100-106,NSG-7100-112,NSG-7100-113,NSG-7100-115,NSG-7100-121,NSG-7100-138,NSG-7100-153,NSG-7100-265"
handlungen_die_auf_der_grundlage_von_bergrechtlich_zugelassenen,1,1,"Handlungen, die auf der Grundlage von bergrechtlich zugelassenen",NSG-7100-304,§ 7,NSG-7100-304
handlungen_die_der_erforschung_pflege_oder_der_entwicklung,1,1,"Handlungen, die der Erforschung, Pflege oder der Entwicklung",NSG-7300-034,§ 5,NSG-7300-034
handlungen_die_der_erforschung_pflege_oder_entwicklung_des,11,11,"Handlungen, die der Erforschung, Pflege oder Entwicklung des",NSG-7300-032,§ 5,"NSG-7300-032,NSG-7300-035,NSG-7300-037,NSG-7300-038,NSG-7300-044,NSG-7300-048,NSG-7300-064,NSG-7300-070,NSG-7300-071,NSG-7300-076,NSG-7300-088"
handlungen_die_der_kennzeichnung_dem_schutz_der_pflege,10,10,"Handlungen, die der Kennzeichnung, dem Schutz, der Pflege,",NSG-7300-059,§ 5,"NSG-7300-059,NSG-7300-085,NSG-7300-099,NSG-7300-102,NSG-7300-125,NSG-7300-126,NSG-7300-130,NSG-7300-131,NSG-7300-135,NSG-7300-226"
handlungen_die_der_kennzeichnung_der_erforschung_pflege_o,1,1,"Handlungen, die der Kennzeichnung, der Erforschung, Pflege o-",NSG-7300-054,§ 5,NSG-7300-054
handlungen_die_der_kennzeichnung_erforschung_pflege_o,1,1,"Handlungen, die der Kennzeichnung, Erforschung, Pflege o-",NSG-7300-068,§ 4 ist nicht anzuwenden auf die von der oberen Landespfle-,NSG-7300-068
handlungen_die_der_kennzeichnung_erforschung_pflege_oder,2,2,"Handlungen, die der Kennzeichnung, Erforschung, Pflege oder",NSG-7300-055,§ 5,"NSG-7300-055,NSG-7300-075"
handlungen_die_der_kennzeichnung_pflege_entwicklung_und,2,2,"Handlungen, die der Kennzeichnung, Pflege, Entwicklung und",NSG-7300-050,§ 5,"NSG-7300-050,NSG-7300-081"
handlungen_die_der_sicherung_erforschung_pflege_oder_ent,1,1,"Handlungen, die der Sicherung, Erforschung, Pflege oder Ent-",NSG-7300-103,§ 5,NSG-7300-103
handlungen_die_erforderlich_sind,1,1,"Handlungen, die erforderlich sind:",NSG-7100-093,§ 5,NSG-7100-093
handlungen_die_erforschung_pflege_oder_entwicklung_de_s,1,1,"Handlungen, die Erforschung, Pflege oder Entwicklung de s",NSG-7300-061,§ 5,NSG-7300-061
handlungen_die_erforschung_pflege_oder_entwicklung_des,1,1,"Handlungen, die Erforschung, Pflege oder Entwicklung des",NSG-7300-062,§ 5,NSG-7300-062
handlungen_oder_mal3nahmen_die_erforderlich_sind,1,1,"1.  Handlungen oder Mal3nahmen, die erforderlich sind,",NSG-7300-185,§ 4 ist ferner nicht anzuwenden auf,NSG-7300-185
handlungen_oder_massnahme_die_erforderlich_sind_fuer_die,1,1,"Handlungen oder Maßnahme, die erforderlich sind für die",NSG-7300-114,§ 5,NSG-7300-114
handlungen_oder_massnahmen,1,1,1.  Handlungen oder Maßnahmen,NSG-7300-163,§ 5,NSG-7300-163
handlungen_oder_massnahmen_die_erforder1ich_sind_fuer_die,1,1,"1.  Handlungen oder Maßnahmen, die erforder1ich sind für die",NSG-7300-175,§ 4 ist ferner nicht anzuwenden auf,NSG-7300-175
handlungen_oder_massnahmen_die_erforderlich_sind,1,1,"1.  Handlungen oder Maßnahmen, die erforderlich sind",NSG-7300-141,§ 5,NSG-7300-141
handlungen_oder_massnahmen_die_erforderlich_sind_fuer_die,38,38,"1.  Handlungen oder Maßnahmen, die erforderlich sind für die",NSG-7300-108,§ 5,"NSG-7300-108,NSG-7300-110,NSG-7300-111,NSG-7300-112,NSG-7300-113,NSG-7300-115,NSG-7300-116,NSG-7300-117,NSG-7300-118,NSG-7300-119,NSG-7300-120,NSG-7300-121,NSG-7300-144,NSG-7300-145,NSG-7300-146,NSG-7300-147,NSG-7300-148,NSG-7300-149,NSG-7300-150,NSG-7300-151…"
handlungen_oder_massnahmen_die_erforderlich_sind_zur_be,1,1,"3.  Handlungen oder Maßnahmen, die erforderlich sind zur be-",NSG-7300-187,§ 4 ist ferner nicht anzuwenden auf,NSG-7300-187
handlungen_oder_massnahmen_die_erforderlich_sind_zur_ord,1,1,"2.  Handlungen oder Maßnahmen, die erforderlich sind zur ord-",NSG-7300-190,§ 4 ist ferner nicht anzuwenden auf,NSG-7300-190
handlungen_oder_massnahmen_die_erforderlich_sind_zur_ordnungsgemaessen,1,1,"3.  Handlungen oder Maßnahmen, die erforderlich sind zur ordnungsgemäßen",NSG-7300-019,§ 4 ist ferner nicht anzuwenden auf,NSG-7300-019
handlungen_oder_massnahmen_die_im_rahmen_des,1,1,"3.  Handlungen oder Maßnahmen, die im Rahmen des",NSG-7300-185,§ 4 ist ferner nicht anzuwenden auf,NSG-7300-185
handlungen_oder_massnahmen_zur_unterhaltung_des_rhein,1,1,2.  Handlungen oder Maßnahmen zur Unterhaltung des Rhein-,NSG-7300-163,§ 5,NSG-7300-163
handlungen_stoert,2,2,"Handlungen stört,",NSG-7100-068,§ 6,"NSG-7100-068,NSG-7300-046"
handlungen_und_massnahmen,1,1,Handlungen und Maßnahmen,NSG-7300-207,"§  43 Abs. 2  des Landesjagdgesetzes bleiben unberührt,  ferner",NSG-7300-207
handlungen_und_massnahmen_die_erforderlich_sind_im_rah,1,1,"3.  Handlungen und Maßnahmen, die erforderlich sind im Rah-",NSG-7300-174,§ 5,NSG-7300-174
handlungen_und_massnahmen_die_erforderlich_sind_zur_durchfueh,1,1,"2.  Handlungen und Maßnahmen, die erforderlich sind zur Durchfüh-",NSG-7300-141,§ 5,NSG-7300-141
handlungen_und_massnahmen_die_erforderlich_sind_zur_ord,1,1,"1.  Handlungen und Maßnahmen, die erforderlich sind zur ord-",NSG-7300-162,§ 5,NSG-7300-162
handlungen_verboten,2,2,Handlungen verboten:,NSG-7100-093,§ 4,"NSG-7100-093,NSG-7100-126"
handlungen_zu_stoeren,6,6,"Handlungen zu stören,",NSG-7100-143,§ 4,"NSG-7100-143,NSG-7100-150,NSG-7100-168,NSG-7100-242,NSG-7100-272,NSG-7100-278"
handlungsmittel_anzuwenden,1,1,"handlungsmittel anzuwenden,",NSG-7100-126,§ 4,NSG-7100-126
handwerkerpark_in_den_aulbach,1,1,Handwerkerpark in den Aulbach.,NSG-7100-299,"§  4  Abs.  1  Nr.  13  und  mit  Ausnahme  der  Rodung  von  Wald,  der",NSG-7100-299
hang_damit_keine_pflanzen_entfernt_werden,1,1,hang damit keine Pflanzen entfernt werden;,NSG-7300-190,§ 4 ist ferner nicht anzuwenden auf,NSG-7300-190
hang_mit_diesen_leitungen_stehen,7,4,"hang mit diesen Leitungen stehen,",NSG-7100-285,§ 4,"NSG-7100-285,NSG-7100-286,NSG-7100-288,NSG-7100-291"
hangabwaerts_fuehrt,1,1,hangabwärts führt.,NSG-7300-161,§ 2,NSG-7300-161
hangseitigen_bebauung_sie_umfaehrt_die_bebauung_entlang_der,1,1,hangseitigen Bebauung. Sie umfährt die Bebauung entlang der,NSG-7300-156,§ 2,NSG-7300-156
hans_dieter_gassen,12,12,Hans-Dieter Gassen,NSG-7100-108,§ 9,"NSG-7100-108,NSG-7100-162,NSG-7100-204,NSG-7100-262,NSG-7100-293,NSG-7100-294,NSG-7100-295,NSG-7100-297,NSG-7100-298,NSG-7100-299,NSG-7100-300,NSG-7100-301"
hans_harwardt_i_v,4,4,Hans Harwardt i.V.,NSG-7100-270,§ 8,"NSG-7100-270,NSG-7100-282,NSG-7100-283,NSG-7100-284"
hans_ludwig_v_o_i_g_t,2,2,Hans Ludwig V o i g t,NSG-7100-144,§ 2 der Rechtsverordnung über das Naturschutzgebiet Hüttenweiher vom 15.,"NSG-7100-144,NSG-7100-247"
hans_ludwig_voigt,1,1,Hans-Ludwig Voigt,NSG-7100-155,§ 7,NSG-7100-155
hartholzauen_und_altholzbestaenden_dauerhaften_und_temporae,1,1,"Hartholzauen- und Altholzbeständen, dauerhaften und temporä-",NSG-7300-160,§ 3,NSG-7300-160
hartwiesenweges_gemarkung_ober_olm_flurstuecks_nr_4_auf,1,1,"Hartwiesenweges, Gemarkung Ober-Olm Flurstücks-Nr. 4, auf",NSG-7300-136,§ 2,NSG-7300-136
harwardt_i_v,1,1,Harwardt i. V.,NSG-7100-160,§ 8,NSG-7100-160
harzsteinbruch_zu_erreichen,1,1,Harzsteinbruch zu erreichen.,NSG-7300-155,§ 2,NSG-7300-155
hassloch_landkreis_bad_duerkheim,1,1,"Haßloch, Landkreis Bad Dürkheim.",NSG-7300-058,§ 2,NSG-7300-058
hat_eine_groesse_von_ca_67_ha,1,1,hat eine Größe von ca. 67 ha.,NSG-7100-112,§ 2,NSG-7100-112
hauptdeich_hinweg_verlaengert_gedachten_westlichen_grund,1,1,hauptdeich hinweg verlängert gedachten westlichen Grund-,NSG-7300-046,§ 2,NSG-7300-046
hauptdeiches_einschliesslich_der_deichschutzstreifen_und_zu,1,1,hauptdeiches einschließlich der Deichschutzstreifen und zu,NSG-7300-163,§ 5,NSG-7300-163
hauptverbindungweges_zwischen_dem_flugplatzgelaende_und_dem_ober,1,1,Hauptverbindungweges zwischen dem Flugplatzgelände und dem Ober-,NSG-7300-224,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die",NSG-7300-224
hauptwasserleitung,1,1,Hauptwasserleitung,NSG-7100-135,§5,NSG-7100-135
hauses_nach_norden_abknickt_weiter_in_suedwestlicher_richtung,1,1,"hauses nach Norden abknickt, weiter in südwestlicher Richtung",NSG-7300-056,§ 2,NSG-7300-056
hausgrundstuecken_carl_zuckmayer_strasse_beginnt_und_auf_kur,1,1,Hausgrundstücken Carl-Zuckmayer-Straße beginnt und auf kur-,NSG-7300-201,§ 5,NSG-7300-201
haushalt_eingreift,1,1,"haushalt eingreift,",NSG-7100-267,"§ 4 Abs. 1 Ziff. 20 Gewässer anlegt, beseitigt oder die Ufer und",NSG-7100-267
haushalt_oder_den_entwicklungsablauf_von_pflanzen_oder_tieren,1,1,haushalt oder den Entwicklungsablauf von Pflanzen oder Tieren,NSG-7300-101,§ 6,NSG-7300-101
haushaltsgesetzes_benutzt_fliessende_oder_stehende_gewaesser,7,7,"haushaltsgesetzes benutzt, fließende oder stehende Gewässer",NSG-7300-032,§ 6,"NSG-7300-032,NSG-7300-034,NSG-7300-035,NSG-7300-037,NSG-7300-038,NSG-7300-044,NSG-7300-050"
haushaltsgesetzes_benutzt_fliessende_oder_stehende_gewaesser_ein,1,1,"haushaltsgesetzes benutzt, fließende oder stehende Gewässer ein-",NSG-7300-030,§ 6,NSG-7300-030
haushaltsgesetzes_zu_benutzen,4,4,haushaltsgesetzes zu benutzen;,NSG-7300-151,§ 4,"NSG-7300-151,NSG-7300-154,NSG-7300-156,NSG-7300-157"
haushaltsueblichen_kleinmengen_sofern_diese_nicht_auf_der_jeweils,1,1,"haushaltsüblichen Kleinmengen, sofern diese nicht auf der jeweils",NSG-7100-309,§ 4,NSG-7100-309
hebereich_zu_fotografieren_zu_filmen_oder_tonaufnahmen_herzustellen,1,1,"hebereich zu fotografieren, zu filmen oder Tonaufnahmen herzustellen",NSG-7100-144,§ 4,NSG-7100-144
hecken,1,1,Hecken,NSG-7300-197,§ 3,NSG-7300-197
hecken_einzelbaeume_felsen_oder_felsformationen_beseitigt_oder_be,1,1,"Hecken, Einzelbäume, Felsen oder Felsformationen beseitigt oder be-",NSG-7100-203,§ 6,NSG-7100-203
hecken_gebueschen_feld_und_einzelgehoelzen_und_sukzessionsflaechen,1,1,"Hecken, Gebüschen, Feld- und Einzelgehölzen und Sukzessionsflächen",NSG-7300-218,§ 3,NSG-7300-218
hecken_oder_einzelbaeume_beseitigt_oder_beschaedigt,6,6,Hecken oder Einzelbäume beseitigt oder beschädigt;,NSG-7100-154,§ 6,"NSG-7100-154,NSG-7100-156,NSG-7100-173,NSG-7100-187,NSG-7100-205,NSG-7100-230"
hecken_oder_einzelbaeume_felsen_oder_felsformationen_beseitigt_oder,1,1,"Hecken oder Einzelbäume, Felsen oder Felsformationen beseitigt oder",NSG-7100-204,§ 6,NSG-7100-204
hecken_oder_einzelbaeume_zu_beseitigen_oder_zu_beschaedigen,1,1,Hecken oder Einzelbäume zu beseitigen oder zu beschädigen;,NSG-7100-173,§ 4,NSG-7100-173
hecken_roehricht_oder_schilfbestaende_beseitigt_oder_beschaedigt,2,2,"Hecken, Röhricht- oder Schilfbestände beseitigt oder beschädigt,",NSG-7100-206,§ 6,"NSG-7100-206,NSG-7100-275"
hecken_roehricht_oder_schilfbestaende_zu_beseitigen_oder_zu,1,1,"Hecken, Röhricht- oder Schilfbestände zu beseitigen oder zu",NSG-7100-297,§ 4,NSG-7100-297
heide_landkreis_neuwied_vom_21_02_2007_rvo,1,1,"Heide"" Landkreis Neuwied vom 21.02.2007 (RVO-",NSG-7100-099,§ 9 ........................................................................................................ 7,NSG-7100-099
heidegebiet_bei_kircheib,1,1,Heidegebiet bei Kircheib“:,NSG-7100-096,liste,NSG-7100-096
heidekopf_sowie_nickenicher_gemeindewald_bis_zum_nickenicher,1,1,"Heidekopf,  sowie  Nickenicher  Gemeindewald  bis  zum  Nickenicher",NSG-7100-025,§ 2,NSG-7100-025
heidesheim,1,1,Heidesheim.,NSG-7300-187,§ 2,NSG-7300-187
heidesheim_gemeinde_heidesheim_verbandsge_meinde_heidesheim_landkreis,1,1,"Heidesheim, Gemeinde Heidesheim, Verbandsge-meinde Heidesheim, Landkreis",NSG-7300-177,§ 2,NSG-7300-177
heidesheim_sowie_der_gemarkung_nieder_ingelheim_stadt,1,1,"Heidesheim, sowie der Gemarkung Nieder-Ingelheim, Stadt",NSG-7300-180,§ 2,NSG-7300-180
heidesheimer_strasse_in_nordwestlicher_richtung_und_folgt_dann,1,1,Heidesheimer Straße in nordwestlicher Richtung und folgt dann,NSG-7300-187,§ 2,NSG-7300-187
heim,2,2,heim.,NSG-7300-114,§ 2,"NSG-7300-114,NSG-7300-187"
heim_im_landkreis_mainz_bingen,1,1,"heim, im  Landkreis Mainz-Bingen.",NSG-7300-215,§ 2,NSG-7300-215
heim_in_neustadt_a_d_weinstr,1,1,heim in Neustadt a.d.Weinstr.,NSG-7300-018,§ 2,NSG-7300-018
heim_landkreis_bad_duerkheim,1,1,"heim, Landkreis Bad Dürkheim.",NSG-7300-166,§ 2,NSG-7300-166
heim_landkreis_mainz_bingen,1,1,"heim, Landkreis Mainz-Bingen.",NSG-7300-130,§ 2,NSG-7300-130
heim_sued_die_im_distrikt_xxi_hohberg_gelegene_waldabteilung,1,1,heim-Süd) die im Distrikt XXI Hohberg gelegene Waldabteilung,NSG-7300-018,§ 2,NSG-7300-018
heim_und_nieder_ingelheim_dieses_letztgenannte_grundstueck_zur_abgehen,1,1,heim und Nieder-Ingelheim dieses letztgenannte Grundstück zur abgehen-,NSG-7300-215,§ 7,NSG-7300-215
heim_verbandsgemeinde_nierstein_oppenheim_landkreis_mainz_bin,1,1,"heim, Verbandsgemeinde Nierstein-Oppenheim, Landkreis Mainz-Bin-",NSG-7300-054,§ 2,NSG-7300-054
heim_woerth_im_nordostzipfel_des_naturschutzgebietes_teil_iv,1,1,"heim-Wörth im Nordostzipfel des Naturschutzgebietes, Teil IV,",NSG-7300-103,§ 2,NSG-7300-103
heim_zu_folgen,1,1,heim) zu folgen.,NSG-7300-113,§ 2,NSG-7300-113
heimbach_kreis_neuwied_vom_12_april_1976,1,1,"Heimbach, Kreis Neuwied vom 12. April 1976",NSG-7100-049,liste,NSG-7100-049
heimbolanden,2,2,heimbolanden,NSG-7300-006,§ 2,"NSG-7300-006,NSG-7300-008"
heinrich_menke_park_bei_arft,1,1,Heinrich-Menke-Park“  bei Arft,NSG-7100-043,liste,NSG-7100-043
heit,2,2,heit.,NSG-7300-064,§ 3,"NSG-7300-064,NSG-7300-180"
heit_sowie,1,1,heit sowie,NSG-7300-164,§ 3,NSG-7300-164
heit_sowie_aus_naturwissenschaftlichen_gruenden,1,1,heit sowie aus naturwissenschaftlichen Gründen.,NSG-7300-183,§ 3,NSG-7300-183
heit_sowie_aus_wissenschaftlichen_gruenden,1,1,heit sowie aus wissenschaftlichen Gründen.,NSG-7300-159,§ 3,NSG-7300-159
heit_verpflichteten_berechtigt_die_erfor_derlichen_massnahmen_unverzueglich_vorz,1,1,"heit Verpflichteten berechtigt, die erfor-derlichen Maßnahmen unverzüglich vorzuneh-",NSG-7100-306,§ 5,NSG-7100-306
heiten,3,3,heiten;,NSG-7300-161,§ 5,"NSG-7300-161,NSG-7300-177,NSG-7300-178"
hektar_rgv_ha_uebersteigt_sowie_ohne_ausreichende_sicherung_der,1,1,Hektar (RGV/ha) übersteigt sowie ohne ausreichende Sicherung der,NSG-7100-262,§ 4,NSG-7100-262
hellersberg,2,1,Hellersberg“:,NSG-7100-136,liste,NSG-7100-136
hellersberger_weiher_zu_berichtigen,1,1,Hellersberger Weiher zu berichtigen.,NSG-7100-136,§ 7,NSG-7100-136
hen_bachlauf_schilfroehrichten_und_seggenriedern_nasswiesen_und,1,1,"hen Bachlauf, Schilfröhrichten und Seggenriedern, Nasswiesen und –",NSG-7300-126,§ 2,NSG-7300-126
hen_oder_von_dort_zu_angeln,1,1,"hen oder von dort zu angeln,",NSG-7100-127,§ 4,NSG-7100-127
hen_und_die_zulaessigkeit_nach_anderen_rechtsvorschriften_sowie,1,1,hen und die Zulässigkeit nach anderen Rechtsvorschriften sowie,NSG-7300-201,§ 5,NSG-7300-201
hen_waldbestaenden_den_blockschutt_fels_und_trockenbereichen,1,1,"hen Waldbeständen, den Blockschutt-, Fels- und Trockenbereichen",NSG-7300-162,§ 3,NSG-7300-162
hen_waldbestaenden_zur_erweiterung_und_vergroesserung_des_lebens,1,1,hen Waldbeständen zur Erweiterung und Vergrößerung des Lebens-,NSG-7300-195,§ 3,NSG-7300-195
hen_waldflaechen,1,1,hen Waldflächen.,NSG-7300-103,§ 3,NSG-7300-103
hende_gewaesser_einschliesslich_der_ufer_anlegt_oder_veraen,1,1,hende Gewässer einschließlich der Ufer anlegt oder verän-,NSG-7300-043,§ 4 Nr. 9 Sandgruben oder sonstige Erdaufschlüsse an-,NSG-7300-043
henden_aufforstungen_mit_gebietsfremden_arten_zu_standort_typischen_waldbestaend,1,1,henden Aufforstungen mit gebietsfremden Arten zu standort-typischen Waldbeständen.,NSG-7100-306,§ 3,NSG-7100-306
hender_baulicher_anlagen_und_gaerten_soweit_die_anlagen,1,1,"hender baulicher Anlagen und Gärten, soweit die Anlagen",NSG-7300-181,§ 5,NSG-7300-181
hendes_gruen_umrandetes_dreieck_weisse_innenflaeche_mit_fliegendem,1,1,"hendes, grün umrandetes Dreieck, weiße Innenfläche mit fliegendem",NSG-7300-013,§ 2,NSG-7300-013
henkrater_mosenberg_und_horngraben_betreffen,1,1,henkrater Mosenberg und Horngraben“ betreffen:,NSG-7100-306,liste,NSG-7100-306
henstufe_mit_subozeanisch_gepraegtem_klima_und_geomorphologisch_be,1,1,henstufe mit subozeanisch geprägtem Klima und geomorphologisch be-,NSG-7100-249,§ 3,NSG-7100-249
her,2,2,her),NSG-7100-263,§ 8,"NSG-7100-263,NSG-7100-271"
her_bis_zum_ausgangspunkt,1,1,her bis zum Ausgangspunkt.,NSG-7300-081,§ 2,NSG-7300-081
her_ueberspringend_weiter_diesem_weg_in_suedwestlicher_rich,1,1,her überspringend; weiter diesem Weg in südwestlicher Rich-,NSG-7300-086,§ 2,NSG-7300-086
